property_name,data_center_it_site_energy,district_steam_use_kbtu,alert_energy_meter_has,estimated_data_flag_1,wastewater_treatment_plant,estimated_data_flag_fuel_2,direct_ghg_emissions_metric,address_1,data_center_pdu_output_meter,food_sales_gross_floor_area,primary_property_type,number_of_active_energy_meters_2,hospital_general_medical_9,longitude,percent_of_total_electricity,green_power_onsite_and_offsite,egrid_output_emissions_rate,electricity_use_grid_purchase_1,distribution_center_gross,generation_date,college_university_gross,community_board,reason_s_for_no_score,energy_star_certification_2,latitude,wholesale_club_supercenter,alert_energy_meter_has_gaps,office_percent_that_can_be_1,council_district,default_values,nta,data_center_ups_system,weather_normalized_site,natural_gas_use_therms,supermarket_grocery_number_1,indirect_ghg_emissions,medical_office_weekly,third_party_certification_1,multifamily_housing_number_3,electricity_use_grid_purchase_2,national_median_source_eui,weather_normalized_site_3,multifamily_housing_number_5,construction_status,largest_property_use_type_1,last_modified_date_electric,target_energy_star_score,automobile_dealership_gross,property_notes,ambulatory_surgical_center,manufacturing_industrial,data_center_pue,estimated_data_flag_natural,weather_normalized_site_1,office_number_of_computers,avoided_emissions_offsite,data_center_national_median,postal_code,parking_completely_enclosed,annual_maximum_demand_kw,estimated_data_flag,census_tract,movie_theater_gross_floor,hotel_gym_fitness_center,supermarket_grocery_number,diesel_2_use_kbtu,social_meeting_hall_gross,electricity_use_generated_1,restaurant_gross_floor_area,financial_office_gross_floor,multifamily_housing_number_1,financial_office_number_of_1,office_weekly_operating_hours,_2nd_largest_property_use,outpatient_rehabilitation,municipally_supplied_potable_3
Dermot - 160 East 48th Street,Not Available,15561432.9,Ok,Not Available,Not Available,Not Available,39,160 E 48th St,Not Available,Not Available,Multifamily Housing,1,Not Available,-73.972586,Not Available,331.1,84.5,1636660.5,Not Available,2022-09-22T00:00:00.000,Not Available,106.0,Not Available,Not Available,40.754943,Not Available,Ok,Not Available,4.0,No,Turtle Bay-East Midtown,Not Available,5.5,7337.557856,Not Available,5.1,Not Available,Not Available,0,1636661,128.1,1636660.5,0.97215,Existing,294193.0,05/26/2022 10:47 PM EDT,Not Available,Not Available,,Not Available,Not Available,Not Available,No,0,Not Available,0.2,Not Available,10017,Not Available,Not Available,No,92.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2500,Not Available,1.73356,Not Available,Not Available,Restaurant,Not Available,Not Available
Stellar - 3513-15 Broadway,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,383,3513-15 Broadway,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.951062,Not Available,0,84.5,526459.1,Not Available,2022-09-26T00:00:00.000,Not Available,109.0,Not Available,Not Available,40.825608,Not Available,Ok,Not Available,7.0,No,Hamilton Heights,Not Available,5.8,72101.40527,Not Available,1.7,Not Available,Not Available,1,526459.2,145.3,513262.8,0,Existing,89199.0,03/07/2022 03:26 PM EST,32,Not Available,1-02090-0036,Not Available,Not Available,Not Available,No,0.9,Not Available,0,Not Available,10031,Not Available,Not Available,No,229.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.9507,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 150 East 85th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,361,150 East 85th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.955689,Not Available,0,84.5,1086897.8,Not Available,2022-09-22T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.778639,Not Available,Ok,Not Available,5.0,No,Upper East Side-Carnegie Hill,Not Available,11.9,67969.15934,Not Available,3.4,Not Available,Not Available,0,1086898,139.7,1082745.7,1.11788,Existing,91244.0,03/07/2022 07:19 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.8,Not Available,0,Not Available,10028,Not Available,Not Available,No,14801.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.23576,Not Available,Not Available,Not Available,Not Available,Not Available
225-25 Housing Corp.,Not Available,Not Available,Ok,Not Available,Not Available,No,316.2,225 West 25th St.,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.995619,Not Available,0,84.5,237050.9,Not Available,2022-09-22T00:00:00.000,Not Available,104.0,Not Available,Not Available,40.745776,Not Available,Ok,Not Available,3.0,Yes,Hudson Yards-Chelsea-Flatiron-Union Square,Not Available,3.7,1464.593519,Not Available,1.1,Not Available,Not Available,8,237050.9,120.4,229294.9,0,Existing,62586.0,03/02/2022 03:20 AM EST,Not Available,Not Available,1-00775-0022,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10001,Not Available,Not Available,No,91.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.27824,Not Available,Not Available,Not Available,Not Available,Not Available
DEPM 1650 - 45 West 10th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,475.1,45 West 10th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.996983,Not Available,0,84.5,388642.8,Not Available,2022-09-22T00:00:00.000,Not Available,102.0,Not Available,Not Available,40.73407,Not Available,Ok,Not Available,3.0,No,West Village,Not Available,4.7,1531.887106,Not Available,1.4,Not Available,Not Available,0,388642.8,129.4,371785.5,1.13372,Existing,79385.0,03/07/2022 07:46 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10011,Not Available,Not Available,No,63.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.70057,Not Available,Not Available,Not Available,Not Available,Not Available
"ZEISSER REATLY, LLC",Not Available,Not Available,Ok,Not Available,Not Available,Not Available,541.6,153 FATHER ZEISER PLACE,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.906096,Not Available,0,84.5,618134.8,Not Available,2022-09-22T00:00:00.000,Not Available,207.0,Not Available,Not Available,40.863558,Not Available,Ok,Not Available,14.0,No,Kingsbridge Heights,Not Available,4.3,101958.3951,Not Available,1.3,Not Available,Not Available,0,618134.8,132.1,590849.4,0,Existing,138000.0,06/15/2022 05:19 PM EDT,50,Not Available,2-03219-0232,Not Available,Not Available,Not Available,No,0.8,Not Available,0,Not Available,10468,Not Available,Not Available,No,263.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.84783,Not Available,Not Available,Not Available,Not Available,Not Available
SW - 535 East 78th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3.2,535 East 78th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.949388,Not Available,0,84.5,205923.5,Not Available,2022-09-26T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.770067,Not Available,Ok,Not Available,5.0,No,Lenox Hill-Roosevelt Island,Not Available,4.5,598.0110904,Not Available,1.3,Not Available,Not Available,Not Available,205923.5,170.9,201450.9,0,Existing,44364.0,03/03/2022 01:55 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10075,Not Available,Not Available,No,132.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.25408,Not Available,Not Available,Not Available,Not Available,Not Available
SW - 342 East 67th St,Not Available,Not Available,Ok,Not Available,Not Available,No,161,342 East 67th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.95963,Not Available,0,84.5,349670.8,Not Available,2022-09-26T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.765158,Not Available,Ok,Not Available,5.0,No,Lenox Hill-Roosevelt Island,Not Available,5.3,30302.52091,Not Available,1.6,Not Available,Not Available,12,349670.8,110.7,337209.7,0.94675,Existing,63375.0,03/07/2022 07:13 PM EST,Not Available,Not Available,1-01441-0031,Not Available,Not Available,Not Available,No,0.5,Not Available,0,Not Available,10021,Not Available,Not Available,No,118.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.99408,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 435 East 65th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,11.8,435 East 65th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.958075,Not Available,0,84.5,497438.9,Not Available,2022-09-22T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.762885,Not Available,Ok,Not Available,5.0,Yes,Lenox Hill-Roosevelt Island,Not Available,4.5,2212.395801,Not Available,4.1,Not Available,Not Available,Not Available,497438.9,128.4,482165.6,1.11338,Existing,107780.0,05/21/2022 07:04 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10065,Not Available,Not Available,No,116.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.67007,Not Available,Not Available,Not Available,Not Available,Not Available
New Surfside: 2241 New Haven Ave.,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,297.8,2241 New Haven Avenue,Not Available,Not Available,Outpatient Rehabilitation/Physical Therapy,0,Not Available,-73.756561,Not Available,0,84.5,680069.9,Not Available,2022-09-23T00:00:00.000,Not Available,414.0,More than 50% of the Gross Floor Area is not a single Property Type that is eligible for a 1-100 score (in your country),Not Available,40.601122,Not Available,Ok,Not Available,31.0,No,Far Rockaway-Bayswater,Not Available,13,56070.98007,Not Available,3.7,Not Available,Not Available,Not Available,680070,138.3,680069.9,Not Available,Existing,52452.0,08/25/2022 01:32 PM EDT,90,Not Available,Not Available,Not Available,Not Available,Not Available,No,1.1,Not Available,0,Not Available,11691,Not Available,Not Available,No,99801.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52452,Not Available
AKAM WVH - 352 West 11th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,0,352 West 11th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-74.008841,Not Available,0,84.5,587241.6,Not Available,2022-09-22T00:00:00.000,Not Available,102.0,Not Available,Not Available,40.735437,Not Available,Ok,Not Available,3.0,No,West Village,Not Available,10.3,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,587241.7,143.7,617382.6,0,Existing,59820.0,03/02/2022 08:06 AM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,10014,Not Available,Not Available,No,75.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.40722,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 520 West 23rd Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,148.7,520 West 23rd Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-74.005233,Not Available,0,84.5,724795.5,Not Available,2022-09-22T00:00:00.000,Not Available,104.0,Not Available,Not Available,40.748129,Not Available,Ok,Not Available,3.0,No,Hudson Yards-Chelsea-Flatiron-Union Square,Not Available,6.9,27988.07963,Not Available,2.0,Not Available,Not Available,0,724795.6,119.9,704459.1,1.04868,Existing,102033.0,05/20/2022 07:11 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.3,Not Available,0,Not Available,10011,Not Available,Not Available,No,99.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.3133,Not Available,Not Available,Not Available,Not Available,Not Available
Main Building,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3.6,129-02 Northern Blvd,Not Available,Not Available,Distribution Center,0,Not Available,-73.839869,Not Available,0,84.5,473223.2,72065,2022-09-23T00:00:00.000,Not Available,407.0,Not Available,Not Available,40.761766,Not Available,Ok,Not Available,21.0,No,park-cemetery-etc-Queens,Not Available,6.4,684.0000586,Not Available,1.9,Not Available,Not Available,Not Available,473223.2,108.1,463378.9,Not Available,Existing,72065.0,09/21/2022 05:03 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,11368,Not Available,Not Available,No,38301.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
SW - 527 East 78th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3.8,527 East 78th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.949435,Not Available,0,84.5,230273,Not Available,2022-09-26T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.770087,Not Available,Ok,Not Available,5.0,No,Lenox Hill-Roosevelt Island,Not Available,5,709.8528668,Not Available,1.5,Not Available,Not Available,Not Available,230273.1,173,222500.5,0,Existing,44364.0,03/03/2022 01:55 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10075,Not Available,Not Available,No,132.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.29916,Not Available,Not Available,Not Available,Not Available,Not Available
AKAM - 35-63 88th Street / 35-64 89th Street,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,387.6,35-63 88th Street / 35-64 89th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,,Not Available,0,84.5,607038.7,Not Available,2022-09-22T00:00:00.000,Not Available,,Not Available,Not Available,,Not Available,Ok,Not Available,,Yes,,Not Available,6.4,72979.99828,Not Available,1.9,Not Available,Not Available,Not Available,607038.8,135.5,595307.3,0,Existing,73196.0,06/23/2022 08:21 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.9,Not Available,0,Not Available,11372,Not Available,Not Available,No,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.80338,Not Available,Not Available,Retail Store,Not Available,Not Available
DEPM 1062 - 45 East End Ave,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,686.2,45 East End Avenue,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.946942,Not Available,0,84.5,950801.7,Not Available,2022-09-22T00:00:00.000,Not Available,108.0,Not Available,Not Available,40.771938,Not Available,Ok,Not Available,5.0,No,Yorkville,Not Available,4.7,129196.5152,Not Available,1.4,Not Available,Not Available,17,950801.9,113.2,917584,0.75897,Existing,195000.0,03/07/2022 07:25 PM EST,Not Available,Not Available,1-01589-0034,Not Available,Not Available,Not Available,No,0.7,Not Available,0,Not Available,10028,15000,Not Available,No,136.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.10256,Not Available,Not Available,Parking,Not Available,Not Available
AKAM - 200 East 36th Street,Not Available,5164905.5,Ok,Not Available,Not Available,Not Available,14,200 East 36th Street,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.977061,Not Available,0,84.5,638489.1,Not Available,2022-09-22T00:00:00.000,Not Available,106.0,Not Available,Not Available,40.746946,Not Available,Ok,Not Available,4.0,No,Murray Hill-Kips Bay,Not Available,5,2630.215036,Not Available,4.2,Not Available,Not Available,0,638489.1,124.2,624208.8,1.23722,Existing,118007.0,05/25/2022 05:35 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,0,Not Available,10016,Not Available,Not Available,No,78.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.27958,Not Available,Not Available,Retail Store,Not Available,Not Available
AKAM - 45 Plaza Street West,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,141,45 Plaza Street West,Not Available,Not Available,Multifamily Housing,0,Not Available,-73.971333,Not Available,0,84.5,155187.4,Not Available,2022-09-22T00:00:00.000,Not Available,306.0,Not Available,Not Available,40.673366,Not Available,Ok,Not Available,39.0,No,Park Slope-Gowanus,Not Available,3.3,26537.9985,Not Available,1.0,Not Available,Not Available,Not Available,155187.4,118.8,151028.4,0,Existing,46200.0,03/01/2022 08:54 PM EST,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0.6,Not Available,0,Not Available,11217,Not Available,Not Available,No,159.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.36364,Not Available,Not Available,Not Available,Not Available,Not Available
