avoided_emissions_onsite,data_center_ups_output_meter,multifamily_housing_number_4,financial_office_number_of_1,energy_power_station_gross,fuel_oil_2_use_kbtu,third_party_certification_1,data_center_it_site_energy,hotel_percent_that_can_be,non_refrigerated_warehouse,convenience_store_with_gas,water_use_all_water_sources,courthouse_gross_floor_area,count_of_buildings,data_quality_checker_run,national_median_energy_star,office_number_of_workers,temporary_values,mailing_center_post_office,senior_care_community_living,supermarket_grocery_number,wholesale_club_supercenter,latitude,data_center_pdu_input_meter,multifamily_housing_number_5,avoided_emissions_offsite,retail_store_open_or_closed,address_2,water_current_date,percent_of_recs_retained,energy_star_certification,retail_store_walk_in,alert_property_has_no_uses,multifamily_housing_number_6,office_computer_density_number,electricity_use_generated,third_party_certification_2,municipally_supplied_potable,hospital_general_medical_10,_3rd_largest_property_use_1,convenience_store_with_gas_1,retail_store_gross_floor,source_energy_use_adjusted,restaurant_weekly_operating,laboratory_gross_floor_area,hotel_room_density_number,office_number_of_computers,repair_services_vehicle_shoe,financial_office_number_of,city,multifamily_housing_gross,estimated_data_flag_1,property_gfa_calculated_2,leed_us_project_id,multifamily_housing_number_1,multifamily_housing_percent_1,_2nd_largest_property_use,propane_use_kbtu,multifamily_housing_number_3,estimated_values_water,green_power_offsite_kwh,weather_normalized_site_energy,third_party_certification,alert_individual_monthly,nyc_building_identification,hospital_general_medical_9,borough,default_values,primary_property_type_self,data_center_ups_system,alert_meter_has_less_than,hospital_general_medical_4,financial_office_gross_floor,property_name-hospital_general_medical_17
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.713639,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ridgewood,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,864284.1,Not Available,Ok,4462338;4437482,Not Available,QUEENS,No,Manufacturing/Industrial Plant,Not Available,Ok,Not Available,Not Available,"Chloe Realty USA,LLC-Not Available"
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11053.5,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.54843,Not Available,Not Available,0,0,Not Available,03/31/2017,Not Available,Not Available,0,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,116518,22352079.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,STATEN ISLAND,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,7759869.2,Not Available,Ok,5158451,Not Available,STATEN IS,No,Retail Store,Not Available,Ok,Not Available,Not Available,N001597-S STATEN ISLAND NY-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,444.19,No,Not Available,Not Available,Not Available,Not Available,40.690647,Not Available,Not Available,0,Not Available,Not Available,12/31/2015,Not Available,Not Available,Not Available,Ok,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24151493,Not Available,Not Available,Not Available,386.25,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,7556751.3,Not Available,Ok,3000428,Not Available,BROOKLYN,Yes,Office,Not Available,Possible Issue,Not Available,Not Available,Clipper - 141 Livingston St-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3628.5,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.847448,Not Available,0,0,Not Available,Not Available,01/31/2017,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4314178.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,84800,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,1.4,No,0,4233384.7,Not Available,Ok,Not Available,Not Available,MANHATTAN,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,P & R Heights-Not Available
Not Available,Not Available,2121,26.72,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.841727,Not Available,0.94145,0,0,Not Available,12/31/2011,Not Available,Not Available,0,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,11616,Not Available,190848,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23.23,Bronx,2252907,Not Available,Not Available,Not Available,0,90,Retail Store,Not Available,1.34049,No,0,Not Available,Not Available,Possible Issue,2096613;2096614;2096615;2096616;2096617;2096618;2096619;2096620;2096621;2096623;2096603;2096605;2096606;2096607;2096608;2096609;2096625;2096610;2096611;2096612;2096622;2096624;2096626;2096627;2096629;2096637;2096638;2096639;2096640;2097005;2812000;2029113,Not Available,BRONX,Yes,Multifamily Housing,Not Available,Possible Issue,Not Available,11616,Parkchester South (3937)-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15924.7,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.646539,Not Available,0,0,Not Available,Not Available,03/31/2017,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,15924.7,Not Available,Not Available,Not Available,Not Available,35394109.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Staten Island,287866,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.19847,No,0,26751037.3,Not Available,Ok,5112218;5112219;5112216;5112217,Not Available,STATEN IS,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,Seaview Estates-Not Available
Not Available,Not Available,500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18551.7,Not Available,,Yes,50,1789,Yes,Not Available,Not Available,Not Available,Not Available,40.704884,Not Available,1.00314,0,0.35294,Not Available,03/31/2017,Not Available,Not Available,0,Ok,0,2.78821,Not Available,Not Available,Not Available,Not Available,65171,Not Available,8500,162092643.5,Not Available,Not Available,Not Available,2067,Not Available,Not Available,New York,498437,Not Available,31790,Not Available,500,100,Multifamily Housing,Not Available,1.60502,No,0,58483952.9,Not Available,Ok,1082634,Not Available,MANHATTAN,No,Office,Not Available,Ok,Not Available,Not Available,17 Battery-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3252.5,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.74517,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,25,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9738206.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,67416,Not Available,Not Available,Not Available,0,100,Not Available,Not Available,1.32016,No,0,7560368,Not Available,Ok,4030734,Not Available,QUEENS,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,41-31 51st Street-Not Available
Not Available,Not Available,125,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.0,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.803901,Not Available,0.96451,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10360441.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,129600,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,2.3071,Unable to Check (not enough data),0,Not Available,Not Available,Possible Issue,2003599,Not Available,BRONX,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,MILL BROOK EXTENSION-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12510.4,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.708829,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,4165.2,Not Available,Not Available,Not Available,Not Available,10071827.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Queens,133140,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.4,No,0,Not Available,Not Available,Possible Issue,4080140,Not Available,QUEENS,Yes,Multifamily Housing,Not Available,Ok,Not Available,Not Available,83 33 Gardens Corp-Not Available
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.6686,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),0,Not Available,Not Available,Possible Issue,3080697,Not Available,BROOKLYN,No,Adult Education,Not Available,Ok,Not Available,Not Available,1501 Pitkin Avenue-Not Available
Not Available,Not Available,12,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6288.6,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.770703,Not Available,0.15938,0,Not Available,Not Available,02/28/2017,Not Available,Not Available,Not Available,Ok,42,Not Available,Not Available,Not Available,6288.6,Not Available,Not Available,Not Available,Not Available,5775353.5,49,Not Available,Not Available,Not Available,Not Available,Not Available,New York,75294,Not Available,Not Available,Not Available,0,100,Restaurant,Not Available,1.14219,No,0,4486708.6,Not Available,Ok,1045948,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,GP Associates-Not Available
Not Available,Not Available,550,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,32912,Not Available,,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.76183,Not Available,1.23845,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,116385171.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,444104,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,1.45461,No,0,63890441.7,Not Available,Ok,1085498,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,NY525_Avalon Midtown West-Not Available
Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.707047,Not Available,0,0,Not Available,Not Available,12/31/2012,Not Available,Not Available,Not Available,Ok,209,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20544063.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,230765,Not Available,9033,Not Available,0,100,Parking,Not Available,1.20469,No,0,10625957.2,Not Available,Ok,1085778,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Possible Issue,Not Available,Not Available,Clipper - 70 Battery Place-Not Available
Not Available,Not Available,0,Not Available,Not Available,4789289.2,Not Available,Not Available,Not Available,Not Available,Not Available,4162.2,Not Available,,No,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.845159,Not Available,0,0,Not Available,Not Available,12/31/2016,Not Available,Not Available,Not Available,Ok,57,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,New York,56845,Not Available,Not Available,Not Available,3,100,Medical Office,Not Available,2.00545,No,0,Not Available,Not Available,Ok,Not Available,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,300 Fort Washington Avenue-Not Available
Not Available,Not Available,2785,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29.0,Yes,50,Not Available,No,Not Available,Not Available,Not Available,Not Available,40.797353,Not Available,1.00948,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,237234154.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,2758857,Not Available,Not Available,Not Available,0,90,Not Available,Not Available,2.21795,Unable to Check (not enough data),0,Not Available,Not Available,Possible Issue,1052513;1080703;1080704;1080705;1080706;1080707;1080708;1080709;1081086;1081087;1081088;1081089;1081090;1081091;1081092;1081093;1081094;1081095;1081096;1079194;1079195;1079196;1079198;1079199;1079200;1082330;1082333;1082337;1087213,Not Available,MANHATTAN,No,Multifamily Housing,Not Available,Ok,Not Available,Not Available,JOHNSON/JEFFERSON-Not Available
